Flight_Percent,Top_Mean_BSA,Top_Std_BSA,Flop_Mean_BSA,Flop_Std_BSA
46.46464646464647,5.032531153905884,3.327244525764497,8.80264562932507,4.24022035171326
47.47474747474748,5.1706261342666435,3.254931371100635,8.327155040205412,3.967820530982342
48.484848484848484,5.499779314526757,3.0357467995079084,7.381882295599467,4.377417256726415
49.494949494949495,5.835016437402637,2.945743547243343,7.2143402009331234,4.432902405370076
50.505050505050505,6.184859891192226,3.0480417059289744,7.257827300084056,4.4178189468344415
51.515151515151516,6.182666728540171,3.2149139280459735,7.259356742452893,4.261119381889385
52.525252525252526,6.079350697451319,3.4219607111690507,6.961111856512872,4.187137163296394
53.535353535353536,5.966007143593138,3.716574016382495,6.676202992874716,4.754728939915633
54.54545454545455,5.918336390805116,4.056156950887433,7.2620237528329765,4.168603470990449
55.55555555555556,5.901970480659038,4.443436762709338,7.885675837305692,3.61839378553694
56.56565656565657,5.917233607476467,4.851855504891246,8.543325308528603,3.3608749314202155
57.57575757575758,5.970606022231658,5.417783120735689,9.495470373469367,3.7690846951954025
58.58585858585859,5.942366138426937,5.83327256195205,10.497849138120978,4.507807203349577
59.5959595959596,6.380599614494665,5.916484776785684,9.595050819203873,4.355709893072578
60.60606060606061,6.858526842000671,6.005260177061547,8.370607408930436,4.99288394538983
61.61616161616162,7.3567384466862675,6.109186100972252,8.569941747794644,5.483780389308739
62.62626262626263,7.830164536640697,6.2112467220880845,9.59329344801538,5.924255535179633
63.63636363636364,8.260999692361835,6.384079050402708,10.607873857602709,6.545034306973811
64.64646464646465,8.414804584860487,6.647138328953234,11.735261725111798,7.278018950171088
65.65656565656566,8.52730701089406,6.953067068332397,13.289246584723529,9.136559078654619
66.66666666666667,8.648459775727748,7.282253682991827,11.353291730335567,7.541633857611141
67.67676767676768,8.781470523044192,7.674919650630914,8.644883230292095,5.524170102430723
68.68686868686869,8.993961412750021,8.171720748937547,6.81235014501245,4.701133996697178
69.6969696969697,9.266994199751238,8.622771671763637,7.10624104190728,4.866119122680209
70.70707070707071,9.55673155196816,9.056357384248303,7.467297001505313,5.1087269030376365
71.71717171717172,9.889731699501548,8.975963555397323,7.412318502979394,5.228284612441618
72.72727272727273,10.676287057397792,9.315408969336712,7.705666006445096,5.353855433901436
73.73737373737374,11.303373989302651,9.394496204416832,8.071502287048121,4.959256634633539
74.74747474747475,11.879777092652695,9.750999784589796,8.792479332158628,5.412269669558967
75.75757575757576,12.272957494639018,10.084108964940638,9.950082207563671,6.908811503332736
76.76767676767678,12.633046121547988,10.453978730937822,11.451480983161195,8.224375613983993
77.77777777777779,13.310106089762186,10.812124651627252,12.7781304855651,9.83969521644328
78.7878787878788,14.047212221665024,11.204475221849929,14.142737769465727,11.596859930034398
79.7979797979798,14.690162482242574,11.599860797708775,15.574832105003061,13.547656781064228
80.80808080808082,15.309650328316314,12.032184022414897,17.12945997404656,15.703920791537012
81.81818181818183,15.933581149316433,12.54445100143023,18.813159832986404,18.11919877678528
82.82828282828284,16.34672372909646,12.851700494811974,20.757119010811444,20.775772172533948
83.83838383838385,17.160925837888104,12.197602610051389,22.40063777198812,23.899823128588803
84.84848484848486,18.176857187048483,11.300732995005891,24.244923240680432,27.443736964641907
85.85858585858587,19.62366706037253,10.86839978633224,27.110735621041734,30.924584330628942
86.86868686868688,21.407103180542425,10.794705947999699,29.99848156061337,34.88820319358431
87.87878787878789,22.530346970109193,10.252678165443214,33.372718277539704,38.884381299582
88.8888888888889,23.15135303422729,9.999060817458053,36.80579147945201,42.88021227276386
89.89898989898991,24.364161871886488,10.140123045551002,40.56502953712435,46.48184610118875
90.90909090909092,25.621299788785194,10.46934355972001,42.343716373076745,50.560560473173666
91.91919191919193,27.82510477122621,9.904163876408985,44.36084307060734,53.80649337295317
92.92929292929294,29.502590516012656,10.167161516002478,46.38768278319171,56.407822760245686
93.93939393939395,31.70233876789368,10.6626489711473,48.20270256982925,58.60997876762539
94.94949494949496,34.62137614052228,11.367375396055891,49.91828460631871,60.45850696307769
95.95959595959597,37.20945328179807,11.755927651407072,52.85285780103687,61.304093447700794
96.96969696969697,39.52004512670259,11.102273300557389,55.9000947205821,61.80934374793359
97.97979797979798,42.98342968002798,8.521833624688377,59.19395128888212,61.953768777158295
98.98989898989899,48.03377069435767,6.192516532050303,62.23707046353886,62.00931518111036
100.0,49.86355416314233,5.444462996031767,67.61185429262557,60.52526646876957
