Flight_Percent,Top_Mean_BSA,Top_Std_BSA,Flop_Mean_BSA,Flop_Std_BSA
0.0,3.661088473950638,2.2135933710639057,5.771963578228273,4.176890158641389
1.0101010101010102,3.8917740640649363,2.6725569949959196,6.307519571412752,4.213866743191942
2.0202020202020203,3.522158994047115,2.684241565966292,6.875750496996223,4.304815777859318
3.0303030303030303,3.717896892381988,2.855864810501999,7.353327246931,4.163741158110205
4.040404040404041,3.3175451889602137,2.710587594422729,5.987832129641947,4.268814910817752
5.050505050505051,3.1636706120790112,2.71361939919248,4.964955190502662,3.407586913531429
6.0606060606060606,3.0527397726466226,2.5818786216094454,3.961448445577469,2.715228967265151
7.070707070707071,3.2000599885987837,2.4192710285256047,6.072905271176386,5.722278738810314
8.080808080808081,3.2676522432957347,2.191965586488797,3.6800073482254088,2.5604069231498503
9.090909090909092,3.2698929332142286,1.9544645059189054,4.405899186884128,2.9113342221912215
10.101010101010102,3.245330665004217,1.7325191756641887,5.204905505625288,3.5607075090068787
11.111111111111112,3.217584637283013,1.539306942144556,5.969249272039384,4.368058388445938
12.121212121212121,3.1506085499064085,1.4324930817481452,6.500293196317881,5.198138871990076
13.131313131313131,3.0908901682632512,1.3595639464959133,6.863035920887273,5.907292797697287
14.141414141414142,3.0658608152091604,1.3716381905674666,7.047885064022696,6.40417460310536
15.151515151515152,3.0107973447421092,1.4295084772785265,7.553274762158282,7.137534057261901
16.161616161616163,2.937484044887184,1.5105319498903875,7.571875886006988,6.59872330640613
17.171717171717173,2.849761234167102,1.5827959348737397,7.661135142865899,6.916894968300691
18.181818181818183,2.945535605304265,1.477397970438567,7.839684820717155,7.696157569462807
19.191919191919194,3.2129724935068724,1.2448451484297152,9.38088937968068,7.700568900528509
20.202020202020204,3.4631628219128587,1.1533393762122455,10.144867240963512,8.328942747295308
21.212121212121215,3.5414364823156603,1.262385551079057,10.684447736574018,9.167647151152707
22.222222222222225,3.95035762353533,1.7762212506860324,9.378079978899278,7.612784963400009
23.232323232323235,4.392252803061393,2.515970030337474,8.085574674513676,6.50200586546197
24.242424242424242,4.147380955965862,2.4418861704255783,6.943764059027303,5.642044999373021
25.252525252525253,3.791575404331867,2.06761553690772,5.891147313176888,4.922435243447633
26.262626262626263,3.479216743030611,1.7778338583360467,6.481020782853164,5.7658621267284165
27.272727272727273,3.2013113136609226,1.6185739154666299,5.2648133987241845,4.4120371990427865
28.282828282828284,3.2546143903347415,1.827631988266553,5.1574467211213255,4.326021242620402
29.292929292929294,3.4732352739208907,2.2737727938573298,5.3236567441773435,4.313149210388637
30.303030303030305,3.804418699697345,2.9609486320151372,4.022982598443648,2.9899870293006487
31.313131313131315,4.152315716738021,3.73494398305516,3.490466906046316,2.92574530468608
32.323232323232325,4.609948382130727,4.665705268654482,3.3130250412209326,2.8380034771224034
33.333333333333336,3.3209022569450033,2.1378179737506104,3.639921415298072,3.011982041912606
34.343434343434346,4.819110746207848,4.618371924372567,3.341926698011282,3.165869383964012
35.35353535353536,4.497115670451821,3.7840040218272235,3.7729830646586207,3.100380816911056
36.36363636363637,4.370025686025653,2.8570484044465934,4.274890667636604,3.098347520647466
37.37373737373738,4.319939163377115,1.9940616958860962,4.8252037280417355,3.185202715238067
38.38383838383839,4.277864570874636,2.1207833628048403,5.356251049723812,3.2936097168489433
39.3939393939394,4.208441606124818,2.329726864660825,5.778955318158199,3.453846333711718
40.40404040404041,4.473738045491138,2.5536430102664665,6.714152359275634,3.777602256222154
41.41414141414142,4.620157773711937,2.817916028281588,6.277954410306963,4.106560963715472
42.42424242424243,4.584640686460188,3.03051037973692,6.514339536777709,4.05292626650463
43.43434343434344,4.6484856154764245,3.1116377680357203,7.001538412128788,3.694004043965289
44.44444444444445,4.852126019233888,3.0682595431923576,7.410883256928619,3.8900651314065593
45.45454545454546,5.20462831017886,2.916032826222441,8.08237283544799,4.347885251067179
