jump_id,metric,value,z_score,issue,action
JP0011,flight_mean_bsa,22.367951213266128,3.096609645303195,STATISTICAL_OUTLIER,VERIFY
JP0011,flight_jitter,5.439958781438158,3.0612027662350534,STATISTICAL_OUTLIER,VERIFY
JP0011,landing_hip_velocity,0.0215064917005926,3.5578278762030324,STATISTICAL_OUTLIER,VERIFY
