jump_id,AthleteScore,Style_Score,Physical_Score,AthleteDistance,AthleteName,HillHS,knee_peak_velocity,knee_angle_at_takeoff,flight_std,flight_mean_bsa,flight_jitter,landing_hip_velocity,landing_knee_compression,avg_body_ski_angle,avg_v_style_front,avg_telemark_leg_angle
JP0033,189.5,56.0,133.5,234.0,Kamil Stoch,240,,,,,,,,,,
JP0034,146.8,57.0,89.80000000000001,138.0,Andreas Stjernen,140,,,,,,,,,,
JP0035,124.6,51.5,73.1,111.0,Yuki Ito,109,,,,,,,,,,
JP0036,139.7,56.5,83.19999999999999,134.0,Kamil Stoch,140,,,,,,,,,,
JP0037,100.8,51.0,49.8,91.0,Sara Takanashi,102,,,,,,,,,,
JP0038,129.3,54.5,74.80000000000001,124.5,Stefan Kraft,134,,,,,,,,,,
JP0039,142.0,57.0,85.0,138.0,Richard Freitag,134,,,,,,,,,,
JP0040,120.6,52.5,68.1,124.5,Maren Lundby,134,,,,,,,,,,
JP0041,141.5,58.5,83.0,141.0,Kamil Stoch,140,,,,,,,,,,
JP0042,148.7,56.0,92.69999999999999,126.5,Robert Johansson,130,,,,,,,,,,
JP0043,134.5,55.5,79.0,102.0,Maren Lundby,108,,,,,,,,,,
JP0044,128.0,54.0,74.0,100.0,Sara Takanashi,108,,,,,,,,,,
JP0045,108.9,55.0,53.900000000000006,135.0,Andreas Wellinger,147,,,,,,,,,,
JP0046,125.2,55.0,70.2,90.0,Katharina Althaus,94,,,,,,,,,,
JP0047,145.1,56.0,89.1,137.5,Stefan Kraft,140,,,,,,,,,,
JP0048,108.5,52.0,56.5,96.0,Ema Klinec,109,,,,,,,,,,
JP0049,128.4,48.5,79.9,145.0,Richard Freitag,142,,,,,,,,,,
JP0050,127.2,55.5,71.7,95.0,Yuki Ito,98,,,,,,,,,,
JP0051,133.1,49.0,84.1,140.5,Nika Kriznar,140,,,,,,,,,,
JP0052,145.0,52.0,93.0,139.0,Maren Lundby,140,,,,,,,,,,
JP0053,146.0,51.0,95.0,141.5,Domen Prevc,140,,,,,,,,,,
JP0054,231.5,57.0,174.5,241.5,Noriaki Kasai,240,,,,,,,,,,
JP0055,123.6,54.5,69.1,130.5,Michael Hayboeck,134,,,,,,,,,,
JP0056,109.9,52.0,57.900000000000006,94.0,Chiara Hoelzl,102,,,,,,,,,,
JP0057,130.7,55.5,75.19999999999999,134.0,Peter Prevc,137,,,,,,,,,,
JP0058,132.1,57.0,75.1,140.0,Kamil Stoch,137,,,,,,,,,,
JP0059,215.1,57.5,157.6,228.0,Jurij Tepes,225,,,,,,,,,,
JP0060,212.7,57.0,155.7,222.5,Andreas Wellinger,225,,,,,,,,,,
JP0061,232.6,57.5,175.1,235.5,Stefan Kraft,225,,,,,,,,,,
JP0062,228.7,57.0,171.7,234.5,JohannAndre Forfang,240,,,,,,,,,,
JP0063,130.0,53.5,76.5,134.0,Silje Opseth,140,,,,,,,,,,
JP0064,132.3,53.0,79.30000000000001,88.5,Chiara Hoelzl,94,,,,,,,,,,
JP0065,149.5,55.5,94.0,142.0,DanielAndre Tande,142,,,,,,,,,,
JP0066,221.9,57.0,164.9,232.5,Domen Prevc,240,,,,,,,,,,
JP0067,128.9,54.5,74.4,128.0,Eva Pinkelnig,140,,,,,,,,,,
JP0068,132.6,55.0,77.6,129.0,Peter Prevc,134,,,,,,,,,,
JP0069,133.0,55.5,77.5,104.5,Dawid Kubacki,109,,,,,,,,,,
JP0070,130.2,54.0,76.19999999999999,107.0,Katharina Althaus,109,,,,,,,,,,
JP0071,128.2,52.5,75.69999999999999,129.5,Killian Peier,130,,,,,,,,,,
JP0072,122.2,54.0,68.2,123.0,Ryoyu Kobayashi,130,,,,,,,,,,
JP0073,202.4,55.5,146.9,223.5,Evgeniy Klimov,225,,,,,,,,,,
JP0074,160.9,56.5,104.4,147.0,Yukiya Sato,140,,,,,,,,,,
JP0075,125.9,54.0,71.9,96.0,Yuki Ito,100,,,,,,,,,,
JP0076,153.2,58.0,95.19999999999999,142.0,Jernei Damian,142,,,,,,,,,,
JP0077,131.1,55.0,76.1,137.5,Anze Semenic,140,,,,,,,,,,
JP0078,133.3,55.0,78.30000000000001,130.5,Stephan Leyhe,134,,,,,,,,,,
JP0079,126.8,50.0,76.8,97.0,Juliane Seyfarth,98,,,,,,,,,,
JP0080,127.6,53.0,74.6,135.0,Ramona Straub,140,,,,,,,,,,
JP0081,144.5,57.0,87.5,128.5,Kamil Stoch,135,,,,,,,,,,
JP0082,161.7,58.0,103.69999999999999,136.0,Ryoyu Kobayashi,135,,,,,,,,,,
JP0083,98.9,51.5,47.400000000000006,95.0,AnnaOdine Stroem,102,,,,,,,,,,
JP0084,109.6,55.0,54.599999999999994,125.0,Timi Zajc,137,,,,,,,,,,
JP0085,222.6,49.5,173.1,233.5,Timi Zajc,225,,,,,,,,,,
JP0086,132.1,53.5,78.6,89.0,Ursa Bogataj,94,,,,,,,,,,
JP0087,124.8,51.0,73.8,120.5,Ursa Bogataj,137,,,,,,,,,,
JP0088,142.1,55.5,86.6,136.0,Marius Lindvik,142,,,,,,,,,,
JP0089,121.3,55.5,65.8,93.0,Sara Takanashi,100,,,,,,,,,,
JP0090,128.3,57.0,71.30000000000001,141.5,Richard Freitag,147,,,,,,,,,,
JP0091,132.1,54.5,77.6,126.5,Junshiro Kobayashi,134,,,,,,,,,,
JP0092,142.9,56.0,86.9,138.0,Severin Freund,142,,,,,,,,,,
JP0093,116.4,54.0,62.400000000000006,93.5,Jacqueline Seifriedsberger,97,,,,,,,,,,
JP0094,115.4,55.0,60.400000000000006,136.0,Manuel Fettner,147,,,,,,,,,,
JP0095,110.2,52.5,57.7,96.0,Julia Clair,108,,,,,,,,,,
JP0096,119.8,53.0,66.8,89.0,EirinMaria Kvandal,94,,,,,,,,,,
JP0097,127.9,53.0,74.9,135.0,Marita Kramer,142,,,,,,,,,,
JP0098,135.7,56.5,79.19999999999999,98.5,Ryoyu Kobayashi,97,,,,,,,,,,
JP0099,139.5,55.0,84.5,105.5,Johannes Lamparter,106,,,,,,,,,,
JP0100,125.6,56.0,69.6,143.0,Ryota Yamamoto,140,,,,,,,,,,
